CID,TikTok,Type,Date,Plus,Minus
7359136363951816710,rockylanemusic,Music Cypher,10/31/2025,"8,000",-8000
7433607263870517264,alexaraeemusic,Music Cypher,10/31/2025,"12,000",-12000
7433607263870517264,alexaraeemusic,Gifted,10/31/2025,,-10000
7359135097779519493,bryton.39,Bonus,10/31/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,10/31/2025,"35,000",-35000
7417960855335354369,pcdrums76,Gifted,10/31/2025,,-15000
7409743090665242641,theviolution,Bonus,10/31/2025,"35,000",-35000
7359135283092226053,oregonstargirl,Bonus,10/31/2025,"35,000",-35000
7359135264167428102,coloreomusic,Gifted,10/31/2025,,-6900
7359134585688522757,singleonthemove,Monthly Award,10/31/2025,"50,000",
7417960855335354369,pcdrums76,Monthly Award,10/31/2025,"20,000",
7359135097779519493,bryton.39,Monthly Award,10/31/2025,"15,000",
7359135105165656069,freekbass,Monthly Award,10/31/2025,"25,000",
7433607263870517264,alexaraeemusic,Monthly Award,10/31/2025,"15,000",
7547872614069518349,primedplate,Monthly Award,10/31/2025,"10,000",
7359136672245809158,natalianope,Monthly Award,10/31/2025,"20,000",
7359134574070398981,sierralandmagic,Monthly Award,10/31/2025,"10,000",
7421725851278082065,itsyofavdessie_3,Monthly Award,10/31/2025,"5,000",
7513787055730638849,cwdetroit,Monthly Award,10/31/2025,"15,000",
7558760842850746382,sarahegant,Monthly Award,10/31/2025,"7,000",
7359134572702957574,jayden_egg,Monthly Award,10/31/2025,"5,000",
7359134710397763589,swug_asmr,Monthly Award,10/31/2025,"10,000",
7359135499635884038,the.camjohnson,Monthly Award,10/31/2025,"5,000",
7546017169939709965,ardy.afshar,Monthly Award,10/31/2025,"2,000",
7417960855335354369,pcdrums76,Gifted,10/30/2025,,-32000
7527933905626988561,shanellenikolee,Bonus,10/30/2025,"10,000",-10000
7534478942514855949,caymanmjohn,Bonus,10/30/2025,"20,000",-20000
7359134585688522757,singleonthemove,Royal Rumble,10/29/2025,"44,000",-44000
7547872614069518349,primedplate,Royal Rumble,10/29/2025,"4,000",-4000
7359135264167428102,coloreomusic,Royal Rumble,10/29/2025,"4,000",-4000
7433607263870517264,alexaraeemusic,Royal Rumble,10/29/2025,"10,000",
7558760842850746382,sarahegant,Bonus,10/29/2025,"20,000",-20000
7359134698641293317,bobbyjwil,Bonus,10/29/2025,"35,000",-35000
7359134698641293317,bobbyjwil,Gifted,10/29/2025,,-20000
7433607263870517264,alexaraeemusic,Bonus,10/29/2025,"35,000",-35000
7417960855335354369,pcdrums76,Gifted,10/28/2025,,-45000
7359135264167428102,coloreomusic,Bonus,10/28/2025,"70,000",-70000
7359134585688522757,singleonthemove,Bonus,10/28/2025,"70,000",-70000
7359135097779519493,bryton.39,Sunday Knockout,10/27/2025,"35,000",-15000
7359135084659736581,samanthasingsit,Sunday Knockout,10/27/2025,"6,000",-6000
7359134961959632902,thecyrilia,Sunday Knockout,10/27/2025,"20,000",-12000
7359135097779519493,bryton.39,Gifted,10/27/2025,,-30000
7417960855335354369,pcdrums76,Bonus,10/27/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,10/27/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,10/27/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,10/26/2025,"35,000",-35000
7359134585688522757,singleonthemove,Bonus,10/26/2025,"70,000",-70000
7359135407352610822,burnt.tatertot,Bonus,10/26/2025,"35,000",-35000
7359138297592938501,sonnybrightside,Gifted,10/25/2025,,-20000
7359134572702957574,jayden_egg,Gifted,10/25/2025,,-8000
7359135727810052101,hotterjakepaul,Bonus,10/25/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Bonus,10/25/2025,"35,000",-35000
7359137631822708741,sam_g_89,Bonus,10/25/2025,"35,000",-35000
7359137631822708741,sam_g_89,Gifted,10/25/2025,,-35000
7359135589712560133,silvershadowmark,Gifted,10/25/2025,,-20000
7359136363951816710,rockylanemusic,Music Cypher,10/24/2025,"4,000",-4000
7417960855335354369,pcdrums76,Music Cypher,10/24/2025,"20,000",
7359134960558571525,smity194,Bonus,10/24/2025,"35,000",-35000
7359135097779519493,bryton.39,Royal Rumble,10/22/2025,"7,000",-8000
7417960855335354369,pcdrums76,Royal Rumble,10/22/2025,"7,000",-4000
7359135084659736581,samanthasingsit,Royal Rumble,10/22/2025,"7,000",-2000
7359134813120659461,jeremiahboutross,Royal Rumble,10/22/2025,"7,000",
7359139044300980230,prettyliljbirdz,Royal Rumble,10/22/2025,"7,000",
7558760842850746382,sarahegant,Royal Rumble,10/22/2025,"7,000",
7359137032024752133,djbowiejane,Royal Rumble,10/22/2025,"7,000",
7359135264167428102,coloreomusic,Royal Rumble,10/22/2025,"7,000",
7463636777518088193,itsbriannablake,Royal Rumble,10/22/2025,"7,000",
7409743090665242641,theviolution,Royal Rumble,10/22/2025,"10,000",
7451019704396906497,likeromeo,Royal Rumble,10/22/2025,"7,000",
7359136208586637317,thebellaflora__,Bonus,10/22/2025,"45,000",-45000
7359135097779519493,bryton.39,Sunday Knockout,10/20/2025,"23,000",-3000
7558760842850746382,sarahegant,Sunday Knockout,10/20/2025,"8,000",-8000
7559678405223071758,naomisalinas0604,Sunday Knockout,10/20/2025,"1,000",-1000
7359134572702957574,jayden_egg,Sunday Knockout,10/20/2025,"7,000",
7359135283092226053,oregonstargirl,Bonus,10/18/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,10/18/2025,"35,000",-35000
7359136363951816710,rockylanemusic,Music Cypher,10/17/2025,"6,000",-6000
7359135264167428102,coloreomusic,Royal Rumble,10/15/2025,"8,000",-8000
7359137631822708741,sam_g_89,Royal Rumble,10/15/2025,"15,000",
7547872614069518349,primedplate,Royal Rumble,10/15/2025,"8,000",-8000
7359135097779519493,bryton.39,Bonus,10/15/2025,"70,000",-70000
7451090481020321808,growandglowasmr,Bonus,10/14/2025,"35,000",-35000
7359134585688522757,singleonthemove,Bonus,10/13/2025,"70,000",-70000
7359134960558571525,smity194,Bonus,10/13/2025,"35,000",-35000
7359135097779519493,bryton.39,Sunday Knockout,10/13/2025,"13,000",-3000
7513787055730638849,cwdetroit,Sunday Knockout,10/13/2025,"3,000",-3000
7359134456151867397,luke.h.reynoldsmusic,Gifted,10/12/2025,,-10000
7359136363951816710,rockylanemusic,Music Cypher,10/10/2025,"6,000",-6000
7359134961959632902,thecyrilia,Music Cypher,10/10/2025,"20,000",
7359136672245809158,natalianope,Music Cypher,10/10/2025,"6,000",-6000
7359135097779519493,bryton.39,Bonus,10/10/2025,"35,000",-35000
7359138280010645509,ageofangel,Bonus,10/10/2025,"35,000",-35000
7417960855335354369,pcdrums76,Royal Rumble,10/8/2025,"4,000",-4000
7359135084659736581,samanthasingsit,Royal Rumble,10/8/2025,"2,000",-2000
7359135264167428102,coloreomusic,Royal Rumble,10/8/2025,"6,000",-6000
7359135105165656069,freekbass,Royal Rumble,10/8/2025,"16,000",-6000
7359137668212490245,sebbythecatdad,Bonus,10/7/2025,"35,000",-35000
7359135097779519493,bryton.39,Sunday Knockout,10/6/2025,"15,000",-5000
7359136672245809158,natalianope,Sunday Knockout,10/6/2025,"2,000",-2000
7554981574454919223,steph_in_technicolor,Sunday Knockout,10/6/2025,"1,000",-1000
7359134585688522757,singleonthemove,Bonus,10/6/2025,"70,000",-70000
7534478942514855949,caymanmjohn,Gifted,10/5/2025,,-5000
7535624623631712270,sarah_taylor06,Gifted,10/5/2025,,-5000
7547872614069518349,primedplate,Gifted,10/5/2025,,-10000
7505481473814937617,mellllaniiee,Gifted,10/4/2025,,-10000
7359135727810052101,hotterjakepaul,Gifted,10/4/2025,,-10000
7359136363951816710,rockylanemusic,Music Cypher,10/3/2025,"4,000",-4000
7359136672245809158,natalianope,Music Cypher,10/3/2025,"6,000",-6000
7359135268521246726,thetrapviolinist,Music Cypher,10/3/2025,"2,000",-2000
7359134456151867397,luke.h.reynoldsmusic,Music Cypher,10/3/2025,"9,000",-4000
7359135097779519493,bryton.39,Bonus,10/3/2025,"70,000",-70000
7359135632007921670,24widmar,Gifted,10/2/2025,,-5000
7359134585688522757,singleonthemove,Royal Rumble,10/1/2025,"28,000",-28000
7359135727810052101,hotterjakepaul,Royal Rumble,10/1/2025,"18,000",-8000
7359136363951816710,rockylanemusic,Gifted,10/1/2025,,-60000
7359134960558571525,smity194,Bonus,10/1/2025,"35,000",-35000
7359135998355472389,brayden.pantel,Bonus,10/1/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,10/1/2025,"35,000",-35000
7417960855335354369,pcdrums76,Gifted,10/1/2025,,-10000
7409743090665242641,theviolution,Gifted,10/1/2025,,-21000
7359134961959632902,thecyrilia,Bonus,9/30/2025,"35,000",-35000
7359136363951816710,rockylanemusic,Bonus,9/30/2025,"35,000",-35000
7451090481020321808,growandglowasmr,Bonus,9/30/2025,"35,000",-35000
7417960855335354369,pcdrums76,Monthly Award,9/30/2025,"40,000",
7359134961959632902,thecyrilia,Monthly Award,9/30/2025,"20,000",
7359135097779519493,bryton.39,Monthly Award,9/30/2025,"15,000",
7359135998355472389,brayden.pantel,Monthly Award,9/30/2025,"30,000",
7359134698641293317,bobbyjwil,Monthly Award,9/30/2025,"15,000",
7505481473814937617,mellllaniiee,Monthly Award,9/30/2025,"10,000",
7359135232244678661,christianmiller.music,Monthly Award,9/30/2025,"20,000",
7359135184236642309,voyce89,Monthly Award,9/30/2025,"10,000",
7359135632007921670,24widmar,Monthly Award,9/30/2025,"5,000",
7547872614069518349,primedplate,Monthly Award,9/30/2025,"10,000",
7534478942514855949,caymanmjohn,Monthly Award,9/30/2025,"5,000",
7549665746826281015,official.kim20,Monthly Award,9/30/2025,"2,000",
7417960855335354369,pcdrums76,Royal Rumble,9/29/2025,"45,000",-15000
7359135097779519493,bryton.39,Royal Rumble,9/29/2025,"6,000",-6000
7409743090665242641,theviolution,Royal Rumble,9/29/2025,"3,000",-3000
7534478942514855949,caymanmjohn,Royal Rumble,9/29/2025,"6,000",-6000
7504376226061123585,juustjewel,Royal Rumble,9/29/2025,"25,000",-15000
7505481473814937617,mellllaniiee,Gifted,9/29/2025,,-2000
7421725851278082065,itsyofavdessie_3,Gifted,9/29/2025,,-2500
7359134585688522757,singleonthemove,Bonus,9/29/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,9/28/2025,"35,000",-35000
7433607263870517264,alexaraeemusic,Bonus,9/28/2025,"35,000",-35000
7359137631822708741,sam_g_89,Bonus,9/28/2025,"35,000",-35000
7454359110578864145,alliemsx,Bonus,9/28/2025,"35,000",-35000
7359136363951816710,rockylanemusic,Bonus,9/28/2025,"35,000",-35000
7359134698641293317,bobbyjwil,Bonus,9/28/2025,"35,000",-35000
7359138280010645509,ageofangel,Bonus,9/28/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,9/28/2025,"35,000",-35000
7359135264167428102,coloreomusic,Bonus,9/28/2025,"35,000",-35000
7359135264167428102,coloreomusic,Gifted,9/28/2025,,-20000
7359134960558571525,smity194,Bonus,9/27/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,9/27/2025,"70,000",-70000
7359135727810052101,hotterjakepaul,Bonus,9/27/2025,"35,000",-35000
7359134961959632902,thecyrilia,Bonus,9/27/2025,"36,000",-36000
7417960855335354369,pcdrums76,Gifted,9/26/2025,,-60000
7359135097779519493,bryton.39,Bonus,9/26/2025,"70,000",-70000
7409743090665242641,theviolution,Bonus,9/26/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Bonus,9/26/2025,"35,000",-35000
7359135283092226053,oregonstargirl,Bonus,9/24/2025,"35,000",-35000
7359134585688522757,singleonthemove,Bonus,9/24/2025,"35,000",-35000
7417960855335354369,pcdrums76,Royal Rumble,9/24/2025,"4,000",-4000
7359135264167428102,coloreomusic,Royal Rumble,9/24/2025,"36,000",-16000
7417960855335354369,pcdrums76,Royal Rumble,9/22/2025,"29,000",-9000
7547872614069518349,primedplate,Royal Rumble,9/22/2025,"1,000",-1000
7504376226061123585,juustjewel,Royal Rumble,9/22/2025,"1,000",-1000
7359135084659736581,samanthasingsit,Stage Takeover,9/19/2025,"2,000",-2000
7359136363951816710,rockylanemusic,Stage Takeover,9/19/2025,"19,000",-4000
7359135097779519493,bryton.39,Gifted,9/19/2025,,-35000
7359135097779519493,bryton.39,Bonus,9/19/2025,"35,000",-35000
7359135097779519493,bryton.39,Royal Rumble,9/17/2025,"2,000",-2000
7417960855335354369,pcdrums76,Royal Rumble,9/17/2025,"32,000",-12000
7359134960558571525,smity194,Bonus,9/17/2025,"35,000",-35000
7537793382597410829,svendranoel,Royal Rumble,9/15/2025,"7,000",-7000
7359137040853860358,kyland.young,Royal Rumble,9/15/2025,"6,000",-1000
7359135084659736581,samanthasingsit,Bonus,9/14/2025,"33,000",-33000
7359134961959632902,thecyrilia,Bonus,9/14/2025,"66,000",-66000
7497777597393190929,stefanielauryn415,Bonus,9/14/2025,"35,000",-35000
7359135814745391109,tha_dripp_phamily,Bonus,9/14/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,9/13/2025,"35,000",-35000
7359136363951816710,rockylanemusic,Stage Takeover,9/12/2025,"32,000",-12000
7359135084659736581,samanthasingsit,Bonus,9/12/2025,"33,000",-33000
7359135097779519493,bryton.39,Bonus,9/12/2025,"70,000",-70000
7359134961959632902,thecyrilia,Bonus,9/11/2025,"66,000",-66000
7359135084659736581,samanthasingsit,Bonus,9/11/2025,"33,000",-33000
7359135097779519493,bryton.39,Royal Rumble,9/10/2025,"2,000",-2000
7417960855335354369,pcdrums76,Royal Rumble,9/10/2025,"30,000",-10000
7359135264167428102,coloreomusic,Royal Rumble,9/10/2025,"2,000",-2000
7359134960558571525,smity194,Bonus,9/10/2025,"70,000",-70000
7359134960558571525,smity194,Gifted,9/10/2025,,-50000
7409743090665242641,theviolution,Royal Rumble,9/8/2025,"20,000",
7505481473814937617,mellllaniiee,Royal Rumble,9/8/2025,"4,000",-4000
7409743090665242641,theviolution,Bonus,9/8/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,9/7/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,9/7/2025,"70,000",-70000
7497777597393190929,stefanielauryn415,Bonus,9/7/2025,"35,000",-35000
7359135283092226053,oregonstargirl,Bonus,9/7/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Stage Takeover,9/5/2025,"12,000",-4000
7359135264167428102,coloreomusic,Stage Takeover,9/5/2025,"2,000",-2000
7359135097779519493,bryton.39,Bonus,9/5/2025,"35,000",-35000
7421725851278082065,itsyofavdessie_3,Gifted,9/5/2025,,-10000
7359135097779519493,bryton.39,Royal Rumble,9/3/2025,"20,000",
7359135084659736581,samanthasingsit,Royal Rumble,9/3/2025,"6,000",-6000
7537793382597410829,svendranoel,Royal Rumble,9/3/2025,"4,000",-4000
7359135727810052101,hotterjakepaul,Royal Rumble,9/1/2025,"15,000",
7359137040853860358,kyland.young,Royal Rumble,9/1/2025,"3,000",-3000
7535624623631712270,sarah_taylor06,Royal Rumble,9/1/2025,"1,000",-1000
7533623443946913847,softchaoskendra,Royal Rumble,9/1/2025,"2,000",-2000
7359135727810052101,hotterjakepaul,Gifted,9/1/2025,,-15000
7359135097779519493,bryton.39,Bonus,8/31/2025,"35,000",-35000
7359135105165656069,freekbass,Bonus,8/30/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,8/30/2025,"35,000",-35000
7359135727810052101,hotterjakepaul,Bonus,8/30/2025,"35,000",-35000
7359137631822708741,sam_g_89,Bonus,8/30/2025,"35,000",-35000
7359134961959632902,thecyrilia,Gifted,8/30/2025,,-43000
7359135268521246726,thetrapviolinist,Bonus,8/30/2025,"4,000",-4000
7359135084659736581,samanthasingsit,Gifted,8/29/2025,,-75000
7359136363951816710,rockylanemusic,Stage Takeover,8/29/2025,"10,000",-10000
7359135591147274246,twinkerbell__,Stage Takeover,8/29/2025,"5,000",
7359134585688522757,singleonthemove,Gifted,8/29/2025,,-25000
7359134585688522757,singleonthemove,Bonus,8/29/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Bonus,8/29/2025,"4,000",-4000
7417960855335354369,pcdrums76,Bonus,8/28/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,8/28/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,8/28/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Bonus,8/28/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Gifted,8/28/2025,,-10000
7359137547026497541,itsjasminewesley,Bonus,8/28/2025,"13,000",-13000
7542677448308244535,tatyanadvoce,Bonus,8/28/2025,"1,000",-1000
7359135097779519493,bryton.39,Royal Rumble,8/27/2025,"2,000",-2000
7359135084659736581,samanthasingsit,Royal Rumble,8/27/2025,"10,000",-10000
7359135232244678661,christianmiller.music,Royal Rumble,8/27/2025,"14,000",-4000
7488604412659843089,billyvena,Bonus,8/27/2025,"4,000",-4000
7514927122901647377,rossauceacademy,Bonus,8/26/2025,"1,000",-1000
7359134875733000198,maiazakay,Bonus,8/26/2025,"5,000",-5000
7539009437726720013,damoyee,Bonus,8/26/2025,"1,000",-1000
7540210189027295287,iluv_pitabread,Bonus,8/26/2025,"1,000",-1000
7359134456151867397,luke.h.reynoldsmusic,Gifted,8/25/2025,,-10000
7359135084659736581,samanthasingsit,Bonus,8/24/2025,"35,000",-35000
7433607263870517264,alexaraeemusic,Bonus,8/24/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,8/24/2025,"35,000",-35000
7451090481020321808,growandglowasmr,Bonus,8/24/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,8/24/2025,"35,000",-35000
7359134961959632902,thecyrilia,Bonus,8/24/2025,"35,000",-35000
7359134960558571525,smity194,Bonus,8/24/2025,"35,000",-35000
7359135084659736581,samanthasingsit,Royal Rumble,8/24/2025,"2,000",-2000
7417960855335354369,pcdrums76,Royal Rumble,8/24/2025,"6,000",-6000
7359136672245809158,natalianope,Royal Rumble,8/24/2025,"24,000",-14000
7359134960558571525,smity194,Monthly Award,8/24/2025,"50,000",
7359134585688522757,singleonthemove,Monthly Award,8/24/2025,"25,000",
7359135097779519493,bryton.39,Monthly Award,8/24/2025,"15,000",
7359135268521246726,thetrapviolinist,Monthly Award,8/24/2025,"30,000",
7359136672245809158,natalianope,Monthly Award,8/24/2025,"15,000",
7421725851278082065,itsyofavdessie_3,Monthly Award,8/24/2025,"10,000",
7359134507833982981,loisa_asmr,Monthly Award,8/24/2025,"20,000",
7359135184236642309,voyce89,Monthly Award,8/24/2025,"10,000",
7359134698641293317,bobbyjwil,Monthly Award,8/24/2025,"5,000",
7359137547026497541,itsjasminewesley,Monthly Award,8/24/2025,"10,000",
7535624623631712270,sarah_taylor06,Monthly Award,8/24/2025,"5,000",
7359134984718024709,cpayne_04,Monthly Award,8/24/2025,"2,000",
7359136672245809158,natalianope,Gifted,8/24/2025,,-15000
7433607263870517264,alexaraeemusic,Gifted,8/23/2025,,-10000
7359136672245809158,natalianope,Gifted,8/23/2025,,-5000
7359135727810052101,hotterjakepaul,Bonus,8/23/2025,"35,000",-35000
7359137631822708741,sam_g_89,Bonus,8/23/2025,"35,000",-35000
7359135105165656069,freekbass,Bonus,8/23/2025,"35,000",-35000
7454359110578864145,alliemsx,Bonus,8/23/2025,"35,000",-35000
7433607263870517264,alexaraeemusic,Bonus,8/23/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,8/23/2025,"70,000",-70000
7417960855335354369,pcdrums76,Gifted,8/23/2025,,-25000
7359136363951816710,rockylanemusic,Stage Takeover,8/22/2025,"10,000",-5000
7359135084659736581,samanthasingsit,Stage Takeover,8/22/2025,"5,000",-5000
7359136672245809158,natalianope,Stage Takeover,8/22/2025,"5,000",-5000
7359135184236642309,voyce89,Stage Takeover,8/22/2025,"25,000",-15000
7433607263870517264,alexaraeemusic,Stage Takeover,8/22/2025,"5,000",-5000
7359134456151867397,luke.h.reynoldsmusic,Stage Takeover,8/22/2025,"10,000",-10000
7513956458934059024,emmamoweryy,Gifted,8/22/2025,,-11000
7359137547026497541,itsjasminewesley,Bonus,8/22/2025,"2,000",-2000
7359135268521246726,thetrapviolinist,Bonus,8/22/2025,"5,000",-5000
7359134960558571525,smity194,Bonus,8/22/2025,"10,000",-10000
7359135084659736581,samanthasingsit,Bonus,8/22/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,8/22/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,8/22/2025,"35,000",-35000
7359135097779519493,bryton.39,Bonus,8/22/2025,"35,000",-35000
7359137547026497541,itsjasminewesley,Bonus,8/22/2025,"4,000",-4000
7359135184236642309,voyce89,Bonus,8/22/2025,"6,000",-6000
7359134456151867397,luke.h.reynoldsmusic,Bonus,8/21/2025,"3,000",-3000
