,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
338,7598710170574733326,heathen_ikyoto,GO,2,1,@heathen_ikyoto,ALLIE,0,0,28,0,5,23%,Y,0.26,34,40,6,430,✦,430,#DIV/0!,79,,,,,6,0,0,0,1x,0,FALSE,FALSE
340,7359138276898603013,deklangill,GO,-1,8,@deklangill,SVEN,0,0,6,0,2,9%,Y,1.00,5,15,10,428,✧,428,-62%,NR,"1,121",65,-1,-1,0,0,0,0,-,0,FALSE,FALSE
341,7540658360862064653,vitelfn,GO,-1,6,,,0,0,74,0,2,9%,Y,1.00,5,15,10,427,✧,427,116%,NR,198,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
342,7359138563587506181,howlingattheearth,GO,1,24,@howlingattheearth,MEL,0,0,13,0,13,59%,Y,1.00,32,40,8,395,✧,395,-65%,NR,"1,125","2,522",1,2,6,0,0,0,-,0,FALSE,FALSE
343,7402976045227556880,lyvidyka,GO,-1,11,@lyvidyka,,0,0,2,0,1,5%,Y,1.00,3,15,12,394,,394,-91%,NR,"4,288","5,056",-1,-1,0,0,0,0,-,0,FALSE,FALSE
344,7538877747918028813,luvmh.j,GO,-1,6,,,0,0,5,0,4,18%,Y,1.00,9,15,6,389,✧,389,6%,NR,368,13,-1,-1,0,0,0,0,-,0,FALSE,FALSE
345,7359135097775456262,aaronfullerx,GO,-1,35,@adonis200k,,0,0,23,0,0,0%,Y,1.00,0,15,15,384,,384,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
346,7537809549294878775,stonagalbuzz420,GO,-1,6,@stonagal420,,0,0,21,1K,4,18%,Y,1.00,10,15,5,362,✧,358,-81%,NR,"1,858","4,449",-1,0,0,0,0,0,-,0,FALSE,FALSE
347,7471151790571126785,retrozombiegaming,GO,1,12,@retrozombiegaming,LEVI,0,0,30,0,18,82%,Y,1.00,37,40,3,354,✧,354,N,NR,0,0,-1,-1,3,0,0,0,-,0,FALSE,FALSE
348,7425644891335819265,amberlmccrea,GO,-1,16,@therapeuticnutritionist,,0,0,4,5K,1,5%,Y,1.00,4,15,11,353,✧,353,-97%,NR,"10,549","1,548",-1,0,0,0,0,0,-,0,FALSE,FALSE
349,7571863711502090253,maritanightingale6,GO,-1,3,@maritanightingale6,SVEN,0,0,42,3K,1,5%,Y,1.00,2,15,13,330,✦,330,-99%,15,"63,527","229,337",0,3,4,0,0,0,1x,0,FALSE,FALSE
350,7439216255036293121,crystaldawson83,GO,-1,15,,,0,0,0,0,0,0%,Y,1.00,0,15,15,328,✧,328,1326%,NR,23,127,-1,-1,0,0,0,0,-,0,FALSE,FALSE
351,7582018343767425037,nikkinjesus,GO,-1,2,,,0,0,64,0,4,18%,Y,1.00,14,15,1,315,✦,312,-55%,34,697,,-1,,0,0,0,0,1x,0,FALSE,FALSE
352,7457698867681984513,hayleyhelminski,GO,-1,13,,COLTON,0,0,0,0,1,5%,Y,1.00,1,15,14,306,✧,306,-81%,NR,"1,594","22,036",-1,-1,0,0,0,0,-,0,FALSE,FALSE
352,7497406457571328001,nickisham,GO,-1,10,@nickisham8650,,0,0,36,2K,0,0%,Y,1.00,3,15,12,299,✧,299,9867%,NR,3,2,-1,-1,0,"1,250",0,"1,250",-,0,FALSE,FALSE
354,7368773659420344337,justhelpone,GO,-1,2,@scottshipman,,0,0,13,0,0,0%,Y,1.00,1,15,14,291,✦,291,-64%,47,803,,-1,,0,0,0,0,1x,0,FALSE,FALSE
356,7562950510282686478,britni_ncle,GO,-1,3,@brittany20700,LEVI,0,0,2,2K,1,5%,Y,1.00,1,15,14,279,✦,279,-99%,11,"34,581","25,850",1,1,4,"2,000","2,000",0,1x,0,FALSE,FALSE
356,7392861575922827280,risingwithcristina,GO,-1,6,@cristinaallwitchy,,0,0,0,0,0,0%,Y,1.00,0,15,15,279,,271,-57%,NR,651,"2,318",-1,-1,0,0,0,0,-,0,FALSE,FALSE
358,7531014993601609741,asiaechols,GO,-1,6,@asiae0018,,0,0,0,0,0,0%,Y,1.00,0,15,15,274,✧,274,-79%,NR,"1,275","2,534",-1,-1,0,0,0,0,-,0,FALSE,FALSE
358,7359134619347910661,lilawestcoast,GO,-1,43,@lilawestcoast,,0,0,0,0,0,0%,Y,1.00,0,15,15,274,,274,N,NR,0,27,-1,-1,0,0,0,0,-,0,,0
359,7359139297569832965,jadelvega,GO,-1,23,@jadelvega.ismytiktok,BRYTON,0,0,5,0,2,9%,Y,1.00,2,15,13,269,✧,269,2590%,NR,10,96,-1,-1,0,0,0,0,-,0,FALSE,FALSE
360,7564865117108682765,freida.martha,GO,-1,4,@freida.martha,MEL,0,0,22,0,0,0%,Y,1.00,2,15,13,265,✧,236,-94%,-13,"4,479","106,622",-1,0,0,0,0,0,-,0,FALSE,FALSE
361,7503687878057295873,brick2424,GO,-1,9,@brigette2025,,0,0,89,0,3,14%,Y,1.00,4,15,11,252,✧,252,47%,NR,171,240,-1,-1,0,0,0,0,-,0,FALSE,FALSE
362,7501859248616341520,barrybee313,GO,-1,9,@detroitbarry,,0,0,5,0,5,23%,Y,1.00,10,15,5,249,✧,249,177%,NR,90,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
362,7418793145070043137,x_deej_x,GO,-1,1,@deej_htown,,0,0,5,0,2,9%,Y,0.32,5,15,10,244,✦,244,#DIV/0!,77,,,,,0,0,0,0,1x,0,FALSE,FALSE
364,7480335399009746960,paulschofield_bass,GO,-1,11,@paulschofield.,SVEN,0,0,3,3K,0,0%,Y,1.00,2,15,13,243,✧,243,101%,NR,121,764,-1,-1,0,"5,000",0,"5,000",-,0,FALSE,FALSE
365,7584893327687073805,add.action.coach,GO,-1,2,@add.action.coach,DYLAN,0,0,1,0,2,9%,Y,1.00,2,15,13,241,✦,241,N,41,0,,-1,,0,0,0,0,1x,0,FALSE,FALSE
366,7589379364102651959,papabearblessed,GO,-1,2,,TRE,0,0,0,0,1,5%,Y,1.00,2,15,13,240,✦,240,80%,53,133,,-1,,0,0,0,0,1x,0,FALSE,FALSE
366,7495549920183648257,accountnot.found.32,GO,-1,10,@accountnot.found29,COLTON,0,0,5,0,1,5%,Y,1.00,2,15,13,225,✧,225,-47%,NR,421,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
368,7564942466756132919,bladerelic,GO,-1,4,@bladerelic,,0,0,0,0,0,0%,Y,1.00,0,15,15,218,✧,218,336%,-12,50,"12,465",-1,0,0,0,0,0,-,0,FALSE,FALSE
369,7359135028791771142,mortgagemagicmike,GO,-1,36,@mortgagemagicmike,,0,0,9,0,1,5%,Y,1.00,3,15,12,213,,213,N,NR,0,0,-1,-1,0,"1,500",0,"1,500",-,0,FALSE,FALSE
370,7359135442542821382,alexa_aronson,GO,-1,32,@alexa_aronson,,0,0,0,0,0,0%,Y,1.00,0,15,15,212,,212,21100%,NR,1,0,-1,-1,0,"2,500",0,"2,500",-,0,FALSE,FALSE
371,7359135033589989381,jadenpaul_soto,GO,-1,36,,,0,0,2,0,1,5%,Y,1.00,1,15,14,208,,208,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
372,7532520627404849166,888_fai_fai,GO,-1,6,,,0,0,43,0,1,5%,Y,1.00,6,15,9,208,✧,208,-71%,NR,722,282,-1,-1,0,0,0,0,-,0,FALSE,FALSE
373,7468407393785806865,lil.bitt094,GO,-1,12,@lilbitt094,,0,0,41,0,2,9%,Y,1.00,5,15,10,199,✧,199,N,NR,0,46,-1,-1,0,0,0,0,-,0,FALSE,FALSE
374,7514711649840873488,andrewdoeswell,GO,-1,3,@andrewmassey6509,SVEN,0,0,3,0,1,5%,Y,1.00,1,15,14,198,✦,198,-79%,7,924,"1,432",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
375,7433142229734293521,brookeventre,GO,-1,15,@brookeventre,,0,0,42,1K,1,5%,Y,1.00,2,15,13,196,,196,-70%,NR,651,78,-1,-1,0,0,0,0,-,0,FALSE,FALSE
376,7579762714873118733,tellemwatson,GO,-1,2,@tellemwatson,LEVI,0,"1,000",47,2K,3,14%,Y,1.00,5,15,10,188,✦,88,-95%,27,"3,770",,0,,1,0,0,0,1x,0,FALSE,FALSE
377,7359139443036389382,hotsenorita2,GO,1,18,@riak2977,LEVI,0,0,33,25K,17,77%,Y,1.00,38,40,2,167,✧,167,-96%,NR,"3,995","2,786",0,-1,4,"6,000",0,0,-,0,FALSE,FALSE
378,7499632144470507521,afternoon_dream007,GO,-1,9,,,0,0,10,0,5,23%,Y,1.00,10,15,5,165,✧,165,N,NR,0,51,-1,-1,0,0,0,0,-,0,FALSE,FALSE
379,7443598365138665488,gigiinextdoor,GO,0,14,@simpnextdoor,MEL,0,0,8,0,7,32%,Y,1.00,31,40,9,162,✧,162,16100%,NR,1,0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
380,7532341639478558775,zakiyahnadir01,GO,-1,7,@zakiyahnadir25,SVEN,0,0,8,1K,0,0%,Y,1.00,1,15,14,160,✧,160,100%,NR,80,169,-1,-1,0,0,0,0,-,0,FALSE,FALSE
381,7359139067122057222,phiva357,GO,-1,23,@phiva357,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,154,✧,154,-99%,NR,"17,756","49,675",1,5,3,"3,500",0,"3,500",-,0,FALSE,FALSE
382,7359139490306195461,queenb_597,GO,-1,22,@queenlalo,,0,0,0,0,0,0%,Y,1.00,0,15,15,148,✧,148,17%,NR,127,68,-1,-1,0,0,0,0,-,0,FALSE,FALSE
383,7424945523473514497,v3lueta,GO,0,16,,LEVI,0,0,343,0,11,50%,Y,1.00,20,40,20,147,✧,147,-57%,NR,342,100,0,-1,2,"45,000",0,"45,000",-,0,- / -,20
384,7534083780236132366,giraffewalrus1,GO,-1,6,@giraffewalrus,,0,0,0,2K,6,27%,Y,1.00,11,15,4,143,✧,143,741%,NR,17,4,-1,-1,0,0,0,0,-,0,FALSE,FALSE
384,7534212614495191095,mergemadam,GO,2,6,@empoweredebony,LEVI,0,0,20,0,20,91%,Y,1.00,51,60,9,142,✧,13,-97%,NR,"4,458",0,4,-1,18,0,0,0,-,0,FALSE,FALSE
387,7553020731857322039,depttv,GO,3,5,@dep6969,LEVI,0,0,0,0,21,95%,Y,1.00,78,80,2,141,✧,141,2250%,NR,6,709,4,5,21,0,0,0,-,0,FALSE,FALSE
387,7457781689205669905,leo_notdicapri0,GO,-1,13,@leo_notdicaprio_73283,COLTON,0,0,0,15K,0,0%,Y,1.00,0,15,15,141,✧,141,-18%,NR,173,305,-1,-1,0,"21,000",0,"-4,000",-,0,FALSE,FALSE
388,7359135302167822342,cowboytuff03,GO,-1,33,@cowboytuff03,,0,0,0,25K,0,0%,Y,1.00,0,15,15,126,,126,N,NR,0,"28,894",-1,0,0,"52,375",0,"18,375",-,0,FALSE,FALSE
390,7359136287137398789,kimmyhardtoforget,GO,0,29,@hardtoforget,LEVI,0,0,4,0,7,32%,Y,1.00,21,40,19,119,,119,11800%,NR,1,39,1,1,4,"1,250",0,"1,250",-,0,FALSE,FALSE
390,7359139044300980230,prettyliljbirdz,GO,-1,23,@jess2809,,0,0,3,8K,1,5%,Y,1.00,3,15,12,119,✧,119,-96%,NR,"2,842","6,149",-1,0,0,"7,000",0,"7,000",-,0,FALSE,FALSE
391,7575020052429258807,squeakmelusky,GO,-1,3,@squeakondrums,DYLAN,0,0,1,0,1,5%,Y,1.00,1,15,14,116,✦,116,274%,15,31,3,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
392,7541895227787952141,itslillyelle,GO,-1,6,,,0,0,2,0,0,0%,Y,1.00,0,15,15,111,,111,-92%,NR,"1,445","1,440",-1,-1,0,0,0,0,-,0,FALSE,FALSE
393,7513363198867914753,queenofhearts0069_,GO,-1,8,@queenofhearts0069,,0,0,0,0,3,14%,Y,1.00,7,15,8,110,✧,110,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
395,7359135347281985541,first.lady.jay2.0,GO,-1,33,@firstladyjay,,0,0,0,0,0,0%,Y,1.00,0,15,15,100,,100,-98%,NR,"5,445",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
395,7480337323796774913,hsumhsan,GO,-1,11,@san.hsu.myat.htut,,0,0,0,0,0,0%,Y,1.00,0,15,15,100,✧,100,N,NR,0,3,-1,-1,0,0,0,0,-,0,FALSE,FALSE
396,7359135733719957510,dtxjusstin,GO,-1,31,@justincaabrera,,0,0,5,0,1,5%,Y,1.00,6,15,9,98,,88,-89%,NR,906,4,-1,-1,0,"3,000",0,"1,000",-,0,FALSE,FALSE
396,7597517130489151502,lmrese,GO,5,1,@imrese,LEVI,0,0,99,0,12,55%,Y,0.39,52,60,8,89,✦,89,#DIV/0!,75,,,,,15,0,0,0,1x,0,FALSE,FALSE
398,7582786315515740173,liannaartistry,GO,-1,2,@lili3600,,0,0,225,0,3,14%,Y,1.00,6,15,9,89,✦,61,-62%,36,235,,-1,,0,0,0,0,1x,0,FALSE,FALSE
399,7571589583662596110,deejay_av_oc,GO,0,3,@avater80t,SVEN,0,0,10,0,7,32%,Y,1.00,17,20,3,87,✦,87,172%,5,32,"1,203",-1,-1,1,0,0,0,1x,0,FALSE,FALSE
401,7452915501849772048,hannahcardenn,GO,-1,6,@hannahcarden,,0,0,3,0,2,9%,Y,1.00,3,15,12,70,✧,70,900%,NR,7,11,-1,-1,0,0,0,0,-,0,FALSE,FALSE
399,7598360367479439415,mariithonner,GO,-1,1,@sorrynotsorri,,0,0,6,0,1,5%,Y,0.29,4,15,11,70,✦,70,#DIV/0!,78,,,,,0,0,0,0,1x,0,FALSE,FALSE
401,7595367345045028919,roze.thorne,GO,-1,1,@rozethorne.,,0,0,37,0,2,9%,Y,0.55,3,15,12,68,✦,68,#DIV/0!,70,,,,,0,0,0,0,1x,0,FALSE,FALSE
402,7594347695071084558,samhandwich0,GO,-1,1,@colenotcoke,DYLAN,0,0,25,0,1,5%,Y,0.61,1,15,14,60,✦,60,#DIV/0!,68,,,,,0,0,0,0,1x,0,FALSE,FALSE
404,7516667825638064129,just_kymie,GO,0,8,@kim027225,LEVI,0,0,57,0,10,45%,Y,1.00,23,40,17,56,✧,56,367%,NR,12,0,1,-1,4,0,0,0,-,0,FALSE,FALSE
405,7535624623631712270,sarah_taylor06,GO,-1,6,@sarahtaylor22,,0,0,2,9K,0,0%,Y,1.00,1,15,14,55,✧,55,-100%,NR,"15,383","17,733",-1,-1,0,"8,000",0,0,-,0,FALSE,FALSE
406,7452134090184278017,jae_moe97,GO,-1,6,,,0,0,10,0,1,5%,Y,1.00,3,15,12,45,✧,45,-76%,NR,190,"1,111",-1,-1,0,0,0,0,-,0,FALSE,FALSE
407,7359135730641534982,strongmamaof4,GO,-1,31,@strongmamaof4,,0,0,0,0,1,5%,Y,1.00,2,15,13,43,,2,617%,NR,6,0,-1,-1,0,500,0,500,-,0,FALSE,FALSE
408,7548512478117019662,xxx.short.sh1t.xxx,GO,-1,5,,,0,0,0,0,0,0%,Y,1.00,0,15,15,40,✧,40,1900%,NR,2,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
410,7563794153663119373,taylorstimeline,GO,-1,4,@taylorstimeline,SHAVONNE,0,0,19,0,1,5%,Y,1.00,3,15,12,39,✧,13,-82%,-16,218,13,-1,-1,0,0,0,0,-,0,FALSE,FALSE
408,7597968965910183950,anaylanaee,GO,-1,1,,,0,0,2,0,0,0%,Y,0.32,0,15,15,39,✦,39,#DIV/0!,77,,,,,0,0,0,0,1x,0,FALSE,FALSE
411,7540422547419217975,lalaloopsy.daisy,GO,-1,6,,,0,0,5,0,2,9%,Y,1.00,3,15,12,37,✧,37,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
412,7359138741682143237,kieara_0712,GO,-1,14,@getclapped17246,SIERRA,0,0,0,0,0,0%,Y,1.00,0,15,15,35,✧,35,-97%,NR,"1,162","2,006",-1,-1,0,0,0,0,-,0,FALSE,FALSE
413,7359136303201484805,jackijing,GO,-1,29,@jackijing,,0,0,6,0,5,23%,Y,1.00,15,20,5,35,✧,35,1067%,NR,3,236,-1,-1,0,0,0,0,-,0,FALSE,FALSE
415,7541631419496415287,stefanineemann,GO,-1,6,@stefani.neemann,,0,0,25,0,3,14%,Y,1.00,5,15,10,34,✧,34,-45%,NR,62,14,-1,-1,0,0,0,0,-,0,FALSE,FALSE
415,7517444538256850945,trippedz2xx,GO,-1,8,@trippyvnilla,,0,0,6,0,0,0%,Y,1.00,1,15,14,34,✧,34,-26%,NR,46,13,-1,-1,0,0,0,0,-,0,FALSE,FALSE
416,7396679012728487937,iamchief313,GO,-1,3,,,0,0,4,0,0,0%,Y,1.00,1,15,14,33,✦,33,N,8,0,136,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
417,7359139366972915717,queenhoneybeeluv7,GO,-1,23,@blipty.,,0,0,0,1K,0,0%,Y,1.00,0,15,15,31,✧,31,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
418,7573809271054352398,rishka_silvie,GO,-1,3,@ray068981,,0,0,13,0,2,9%,Y,1.00,3,15,12,30,✦,30,-78%,11,134,526,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
419,7516705469575086096,zacairy,GO,-1,8,@zacairs,,0,0,27,0,0,0%,Y,1.00,1,15,14,29,✧,29,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
420,7480522011840725009,aftonsalas,GO,-1,11,@aftonsalas,,0,0,3,0,0,0%,Y,1.00,0,15,15,26,✧,26,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
420,7596188620743000119,rootofrestoration,GO,-1,1,@delilahko,,0,0,101,0,2,9%,Y,0.48,9,15,6,24,✦,24,#DIV/0!,72,,,,,0,0,0,0,1x,0,FALSE,FALSE
422,7359139187003490309,daaniiieellee,GO,-1,23,@daaniiieellee,,0,0,0,1K,0,0%,Y,1.00,0,15,15,23,✧,23,-76%,NR,96,0,-1,-1,0,"2,000",0,0,-,0,FALSE,FALSE
421,7446759717512347649,officialshawtyv,GO,-1,1,,,0,0,0,0,1,5%,Y,0.39,5,15,10,23,✦,23,#DIV/0!,75,,,,,0,0,0,0,1x,0,FALSE,FALSE
424,7368837736997847041,kelli70548,GO,-1,1,@kelli70548.,,0,0,1,0,0,0%,Y,0.94,0,15,15,23,✦,23,#DIV/0!,58,,,,,0,0,0,0,1x,0,FALSE,FALSE
425,7359137538281406470,chrisart315,GO,-1,9,@chrisart315,,0,0,2,3K,5,23%,Y,1.00,13,15,2,22,✧,22,N,NR,0,11,-1,-1,0,0,0,0,-,0,FALSE,FALSE
428,7379451629730299905,thesequelscream,GO,-1,20,@screamthesequel,,0,0,3,0,3,14%,Y,1.00,6,15,9,20,✧,20,-47%,NR,38,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
428,7540420286894653495,pe4vy,GO,-1,6,@pe4vy,,0,0,56,0,2,9%,Y,1.00,4,15,11,20,✧,20,-46%,NR,37,"2,665",-1,-1,0,0,0,0,-,0,FALSE,FALSE
428,7359135084660129797,jordan_shier,GO,-1,18,,,0,0,11,0,2,9%,Y,1.00,3,15,12,20,✧,20,400%,NR,4,577,-1,-1,0,0,0,0,-,0,FALSE,FALSE
429,7550850474841456654,eyekonicswiftie,GO,-1,5,@lilstrawburry,,0,0,23,2K,3,14%,Y,1.00,7,15,8,18,✧,18,800%,NR,2,925,-1,-1,0,0,0,0,-,0,FALSE,FALSE
430,7359139317958049797,mjjurassic,GO,-1,23,@mjjurassic,,0,0,0,0,0,0%,Y,1.00,0,15,15,17,✧,17,-15%,NR,20,"3,430",-1,-1,0,0,0,0,-,0,FALSE,FALSE
431,7359134725199462406,mcdonalds_hacks101,GO,-1,41,@mcdonalds_hacks101,,0,0,0,2K,0,0%,Y,1.00,0,15,15,14,,0,N,NR,0,9,-1,-1,0,"27,825",0,"27,825",-,0,FALSE,FALSE
433,7589643751258177549,chefkev4real,GO,-1,1,@chefkevwins5032,DYLAN,0,0,16,0,0,0%,Y,1.00,3,15,12,14,✦,14,#DIV/0!,56,,,-1,,0,0,0,0,1x,0,FALSE,FALSE
433,7359138627353346053,darealkingtee54,GO,-1,24,,,0,0,0,0,3,14%,Y,1.00,7,15,8,14,✧,14,-67%,NR,43,127,-1,-1,0,0,0,0,-,0,FALSE,FALSE
434,7359135264113065989,wmblakehenry_jivemnd,GO,-1,33,,,0,0,0,0,0,0%,Y,1.00,0,15,15,13,,13,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
435,7363414198677979137,doseof.tayyy,GO,-1,22,@taylor.j.0127,,0,0,4,0,3,14%,Y,1.00,7,15,8,13,✧,7,-96%,NR,360,"1,586",-1,-1,0,0,0,0,-,0,FALSE,FALSE
433,7359138535707967493,jenni_from_the_block0,GO,-1,1,@juicy_jen,,0,0,3,0,3,14%,Y,0.32,8,15,7,13,✦,13,#DIV/0!,77,,,,,0,0,0,0,1x,0,FALSE,FALSE
438,7535918466948284471,kloud9thedj,GO,-1,6,,LEVI,0,0,10,0,3,14%,Y,1.00,7,15,8,11,✧,11,-99%,NR,"1,257","1,949",0,0,1,0,0,0,-,0,FALSE,FALSE
438,7582754500964925454,itzz.mone6,GO,-1,2,,,0,0,3,0,0,0%,Y,1.00,1,15,14,11,✦,11,175%,36,4,,-1,,0,0,0,0,1x,0,FALSE,FALSE
441,7514535922558369809,high_off_jazz,GO,-1,8,@dey3nvy.jazz,,0,0,2,0,0,0%,Y,1.00,1,15,14,10,✧,10,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
440,7454733986905161745,coach_kmack,GO,-1,13,@life_coach_kmack.,,0,0,0,0,0,0%,Y,1.00,0,15,15,10,✧,10,900%,NR,1,114,-1,-1,0,"2,000",0,0,-,0,FALSE,FALSE
441,7562312052468105229,jennygraceofficial,GO,-1,4,@jennygraceland_37731,DYLAN,0,0,0,4K,2,9%,Y,1.00,2,15,13,10,✧,10,-96%,-20,272,"2,403",-1,-1,0,0,0,0,-,0,FALSE,FALSE
442,7359139396219600901,jonathan_visuals_436,GO,-1,23,,,0,0,0,0,0,0%,Y,1.00,0,15,15,8,,8,33%,NR,6,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
444,7558317816408129549,pistolsndlipgloss,GO,-1,4,@pistolsndlipgloss1,SHAVONNE,0,0,0,0,1,5%,Y,1.00,1,15,14,7,✧,7,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
444,7416879681435238401,nadjakuzmanich2,GO,-1,17,,,0,0,24,0,3,14%,Y,1.00,5,15,10,7,✧,7,-99%,NR,"1,101",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
445,7359139181223870469,maryannharrison50,GO,-1,23,@maryannharrison,,0,0,17,0,1,5%,Y,1.00,2,15,13,6,✧,6,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
446,7533812161387249678,alecohn,GO,-1,6,,,0,0,0,0,0,0%,Y,1.00,0,15,15,6,✧,6,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
447,7359138483878854661,jadeakellymusic,GO,-1,24,@jadeakelly,,0,0,4,0,0,0%,Y,1.00,1,15,14,5,✧,5,400%,NR,1,3,-1,-1,0,"10,000",0,"10,000",-,0,,1
449,7535212687584903181,dannybartok,GO,-1,6,,,0,0,5,0,1,5%,Y,1.00,5,15,10,5,✧,5,0%,NR,5,107,-1,-1,0,0,0,0,-,0,FALSE,FALSE
449,7548614938793721869,kushpvpi42,GO,-1,5,@kushpvpi.,,0,0,0,2K,0,0%,Y,1.00,0,15,15,5,✧,5,N,NR,0,253,-1,-1,0,0,0,0,-,0,FALSE,FALSE
452,7556036556927090702,th3onef3ar,GO,2,4,@theon3f3ar,LEVI,0,0,2,0,21,95%,Y,1.00,59,60,1,4,✧,4,100%,NR,2,4,3,3,15,0,0,0,-,0,FALSE,FALSE
449,7456983483978858513,mattlongmusic,GO,-1,1,@mattlongmusic,DYLAN,0,0,4,0,2,9%,Y,0.45,5,15,10,4,✦,4,#DIV/0!,73,,,,,0,0,0,0,1x,0,FALSE,FALSE
452,7445083336403533825,dwayne6sr,GO,-1,5,@dwayne_sr,,0,0,0,0,0,0%,Y,1.00,0,15,15,4,✧,4,N,NR,0,35,-1,-1,0,0,0,0,-,0,FALSE,FALSE
453,7389722430337728528,djdaltonharris,GO,-1,19,,,0,0,1,0,0,0%,Y,1.00,0,15,15,3,✧,3,N,NR,0,"3,604",-1,-1,0,0,0,0,-,0,FALSE,FALSE
454,7559664387288645687,__daniellelashae,GO,-1,4,@itsdanielleleilani,,0,0,3,0,0,0%,Y,1.00,2,15,13,3,✧,3,-88%,NR,26,44,-1,-1,0,0,0,0,-,0,FALSE,FALSE
459,7436461793502855184,kayspage8,GO,-1,15,@kay010017,MEL,0,0,2,0,0,0%,Y,1.00,0,15,15,2,✧,2,-98%,NR,88,79,-1,-1,0,0,0,0,-,0,FALSE,FALSE
459,7552892121850658829,michaelcorrera,GO,-1,5,,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,2,✧,2,100%,NR,1,"10,476",-1,-1,0,0,0,0,-,0,FALSE,FALSE
454,7493406574925348880,vcvdog,GO,-1,10,@vcvdog,,0,0,0,0,1,5%,Y,1.00,1,15,14,2,✧,2,N,NR,0,0,-1,-1,0,"5,000",0,"5,000",-,0,FALSE,FALSE
454,7593228086796206135,thesaltypickle7,GO,-1,1,,BRYTON,0,0,5,0,3,14%,Y,0.65,8,15,7,2,✦,2,#DIV/0!,67,,,,,0,0,0,0,1x,0,FALSE,FALSE
459,7578673000590065677,beachblondemama,GO,-1,2,@bleachblondemomma,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,2,✦,2,-100%,25,976,,-1,,0,0,0,0,1x,0,FALSE,FALSE
472,7569375635290865678,plutovegas,GO,-1,3,,TRENTON,0,0,1,0,2,9%,Y,1.00,9,15,6,1,✦,1,N,-1,0,0,1,0,3,0,0,0,1x,0,FALSE,FALSE
472,7561178434211332109,damon.ey,GO,-1,4,@damxney,,0,0,6,0,1,5%,Y,1.00,2,15,13,1,✧,0,-100%,NR,"14,053","7,843",-1,4,0,0,0,0,-,0,FALSE,FALSE
472,7555712827848310798,elenore1950,GO,-1,5,,,0,0,0,0,0,0%,Y,1.00,0,15,15,1,✧,1,-99%,NR,98,41,-1,-1,0,0,0,0,-,0,FALSE,FALSE
472,7567088407923638285,t3jay_gaming,GO,-1,4,@tj2319,JOE,0,0,2,0,5,23%,Y,1.00,9,15,6,1,✧,1,N,-7,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
472,7381724490935418881,iluvbeingt,GO,-1,7,@supermodelt,SVEN,0,0,4,1K,0,0%,Y,1.00,1,15,14,1,✧,1,-50%,NR,2,"1,266",-1,-1,0,0,0,0,-,0,FALSE,FALSE
472,7439788214732275729,222xbrii,GO,-1,15,,,0,0,2,0,0,0%,Y,1.00,0,15,15,1,✧,1,N,NR,0,"2,067",-1,-1,0,0,0,0,-,0,FALSE,FALSE
466,7421729618517835777,thatblondeodell21,GO,-1,16,,,0,0,4,0,3,14%,Y,1.00,6,15,9,1,✧,1,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
472,7575714181307973645,wonderfulldai,GO,-1,3,,,0,0,8,0,4,18%,Y,1.00,17,20,3,1,✦,1,-99%,17,96,53,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
